IDLopHoc,IDSinhVien,MaMonHoc,HocKy,NamHoc,DiemTongKet,QuaMon,DiemTBMon,TenMonHoc,ThuocKCNTT,DotHoc,GioiTinh,MaHoa_XepLoai
26150,1694371,3395,HK2,2019-2020,6.3,1,7.49,Logic học,0,2,1,2
26150,1694371,3345,HK1,2022-2023,0.0,0,7.93,Vật lý đại cương,0,2,1,0
26150,1694371,3197,HK1,2022-2023,0.0,0,7.52,Kỹ năng xây dựng kế hoạch,0,3,1,0
26150,1694371,3325,HK1,2020-2021,7.6,1,6.98,Tâm lý học đại cương,0,4,1,3
26150,1694371,1076,HK1,2021-2022,6.2,1,7.77,Tương tác người máy,1,5,1,2
26156,1694598,3345,HK2,2019-2020,7.6,1,7.93,Vật lý đại cương,0,2,1,3
26156,1694598,3206,HK1,2020-2021,9.4,1,8.13,Môi trường và con người,0,3,1,5
26156,1694598,10665,HK1,2020-2021,7.3,1,7.69,Cơ sở văn hóa Việt Nam,0,4,1,3
26156,1694598,2031,HK2,2020-2021,6.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26156,1694598,1276,HK1,2021-2022,7.2,1,7.09,Hành vi tổ chức,0,5,1,3
26156,1694598,1076,HK1,2021-2022,7.9,1,7.77,Tương tác người máy,1,5,1,3
26156,1694598,3893,HK2,2021-2022,6.9,1,7.15,Quản trị bán hàng,0,6,1,2
26156,1694598,1295,HK2,2021-2022,8.0,1,6.88,Quản trị nguồn nhân lực,0,7,1,3
26156,1694598,2330,HK1,2022-2023,0.0,0,6.81,Lập trình phân tích dữ liệu 2,1,7,1,0
26153,1694606,3345,HK2,2019-2020,8.2,1,7.93,Vật lý đại cương,0,2,1,3
26153,1694606,3206,HK2,2020-2021,8.6,1,8.13,Môi trường và con người,0,3,1,4
26153,1694606,10665,HK2,2020-2021,8.6,1,7.69,Cơ sở văn hóa Việt Nam,0,4,1,4
26153,1694606,2031,HK2,2020-2021,6.7,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26153,1694606,1276,HK1,2021-2022,6.4,1,7.09,Hành vi tổ chức,0,5,1,2
26153,1694606,1076,HK1,2021-2022,8.5,1,7.77,Tương tác người máy,1,5,1,4
26153,1694606,3894,HK2,2021-2022,5.5,1,2.75,Kế toán quản trị,0,6,1,2
26153,1694606,1295,HK1,2022-2023,8.2,1,6.88,Quản trị nguồn nhân lực,0,7,1,3
26153,1694606,2330,HK1,2022-2023,7.9,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,3
26153,1694660,3395,HK2,2019-2020,6.7,1,7.49,Logic học,0,2,1,2
26153,1694660,3197,HK2,2022-2023,7.8,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,1,3
26153,1694660,901,HK1,2020-2021,0.0,0,5.87,Cấu trúc rời rạc,1,4,1,0
26153,1694660,3325,HK2,2020-2021,7.4,1,6.98,Tâm lý học đại cương,0,4,1,3
26153,1694660,2031,HK2,2021-2022,6.5,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26153,1694660,3453,HK1,2021-2022,8.2,1,8.09,Tiếp thị điện tử,1,5,1,3
26153,1694660,1076,HK1,2021-2022,8.1,1,7.77,Tương tác người máy,1,5,1,3
26153,1694660,3893,HK2,2022-2023,6.1,1,7.15,Quản trị bán hàng,0,6,1,2
26153,1694660,1295,HK2,2021-2022,6.0,1,6.88,Quản trị nguồn nhân lực,0,7,1,2
26153,1694660,2330,HK1,2022-2023,6.4,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,2
26153,1694664,3345,HK1,2022-2023,5.4,1,7.93,Vật lý đại cương,0,2,0,1
26153,1694664,3217,HK1,2020-2021,0.0,0,6.83,Quản trị học,0,3,0,0
26153,1694664,3197,HK2,2020-2021,7.2,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26153,1694664,3325,HK2,2020-2021,6.8,1,6.98,Tâm lý học đại cương,0,4,0,2
26153,1694664,1076,HK1,2021-2022,8.0,1,7.77,Tương tác người máy,1,5,0,3
26153,1694664,3443,HK2,2021-2022,3.4,0,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,0
26153,1694664,3758,HK2,2021-2022,0.0,0,4.77,Kiến trúc hướng dịch vụ và Điện toán đám mây,1,7,0,0
26153,1694729,3345,HK2,2019-2020,7.9,1,7.93,Vật lý đại cương,0,2,0,3
26153,1694729,3206,HK2,2020-2021,8.1,1,8.13,Môi trường và con người,0,3,0,3
26153,1694729,3325,HK1,2020-2021,7.6,1,6.98,Tâm lý học đại cương,0,4,0,3
26153,1694729,2031,HK2,2021-2022,8.4,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26153,1694729,1076,HK1,2021-2022,7.9,1,7.77,Tương tác người máy,1,5,0,3
26153,1694729,3453,HK1,2022-2023,9.1,1,8.09,Tiếp thị điện tử,1,5,0,5
26153,1694729,3893,HK1,2021-2022,7.4,1,7.15,Quản trị bán hàng,0,6,0,3
26153,1694729,3443,HK2,2022-2023,6.6,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,2
26153,1694729,1295,HK2,2021-2022,6.6,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26153,1694729,2330,HK1,2022-2023,6.0,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,2
26153,1694779,3345,HK2,2019-2020,8.9,1,7.93,Vật lý đại cương,0,2,0,4
26153,1694779,3197,HK1,2020-2021,7.5,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26153,1694779,10665,HK2,2020-2021,8.3,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26153,1694779,2031,HK2,2021-2022,6.4,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26153,1694779,1276,HK1,2021-2022,6.3,1,7.09,Hành vi tổ chức,0,5,0,2
26153,1694779,1076,HK1,2021-2022,8.3,1,7.77,Tương tác người máy,1,5,0,3
26153,1694779,3443,HK2,2021-2022,7.3,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26153,1694779,3893,HK3,2021-2022,7.8,1,7.15,Quản trị bán hàng,0,6,0,3
26153,1694779,1295,HK2,2021-2022,6.3,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26153,1694779,2330,HK1,2022-2023,6.7,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,2
26156,1694788,3345,HK2,2019-2020,8.4,1,7.93,Vật lý đại cương,0,2,1,3
26156,1694788,3217,HK1,2020-2021,7.4,1,6.83,Quản trị học,0,3,1,3
26156,1694788,2031,HK2,2020-2021,7.6,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26156,1694788,3325,HK2,2020-2021,8.3,1,6.98,Tâm lý học đại cương,0,4,1,3
26156,1694788,1276,HK1,2021-2022,7.0,1,7.09,Hành vi tổ chức,0,5,1,3
26156,1694788,1076,HK1,2021-2022,9.2,1,7.77,Tương tác người máy,1,5,1,5
26156,1694788,3893,HK2,2021-2022,7.3,1,7.15,Quản trị bán hàng,0,6,1,3
26156,1694788,1295,HK1,2022-2023,7.1,1,6.88,Quản trị nguồn nhân lực,0,7,1,3
26156,1694788,2330,HK1,2022-2023,7.3,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,3
26156,1694798,3345,HK2,2019-2020,9.2,1,7.93,Vật lý đại cương,0,2,0,5
26156,1694798,3197,HK1,2020-2021,7.8,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26156,1694798,10665,HK2,2020-2021,8.0,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26156,1694798,2031,HK2,2020-2021,6.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26156,1694798,1276,HK1,2021-2022,7.9,1,7.09,Hành vi tổ chức,0,5,0,3
26156,1694798,1076,HK1,2021-2022,8.1,1,7.77,Tương tác người máy,1,5,0,3
26156,1694798,3443,HK2,2021-2022,6.1,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,2
26156,1694798,3893,HK2,2021-2022,6.9,1,7.15,Quản trị bán hàng,0,6,0,2
26156,1694798,1295,HK2,2021-2022,6.9,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26156,1694798,2330,HK1,2022-2023,7.9,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,3
26153,1694823,3320,HK2,2019-2020,7.1,1,7.56,Phương pháp tính,0,2,0,3
26153,1694823,3196,HK1,2020-2021,5.6,1,7.51,Giao tiếp kinh doanh,0,3,0,2
26153,1694823,2031,HK2,2020-2021,7.5,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26153,1694823,3325,HK2,2020-2021,7.7,1,6.98,Tâm lý học đại cương,0,4,0,3
26153,1694823,3591,HK2,2021-2022,5.9,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26153,1694823,3453,HK1,2022-2023,7.5,1,8.09,Tiếp thị điện tử,1,5,0,3
26153,1694823,3443,HK1,2021-2022,7.0,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26153,1694823,3893,HK2,2021-2022,5.9,1,7.15,Quản trị bán hàng,0,6,0,2
26153,1694823,1295,HK2,2021-2022,6.0,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26153,1694823,2330,HK1,2022-2023,6.9,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,2
26153,1694839,3345,HK2,2019-2020,8.3,1,7.93,Vật lý đại cương,0,2,0,3
26153,1694839,3197,HK1,2020-2021,6.2,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,2
26153,1694839,10665,HK2,2020-2021,7.0,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26153,1694839,2031,HK2,2020-2021,7.0,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26153,1694839,1276,HK1,2021-2022,6.7,1,7.09,Hành vi tổ chức,0,5,0,2
26153,1694839,1076,HK1,2021-2022,7.6,1,7.77,Tương tác người máy,1,5,0,3
26153,1694839,3443,HK2,2021-2022,6.3,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,2
26153,1694839,3894,HK2,2021-2022,0.5,0,2.75,Kế toán quản trị,0,6,0,0
26153,1694839,3893,HK3,2021-2022,7.9,1,7.15,Quản trị bán hàng,0,6,0,3
26153,1694839,1295,HK2,2021-2022,6.6,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26153,1694839,2330,HK1,2022-2023,6.8,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,2
26156,1694873,3345,HK2,2019-2020,7.0,1,7.93,Vật lý đại cương,0,2,0,3
26156,1694873,3217,HK1,2020-2021,7.4,1,6.83,Quản trị học,0,3,0,3
26156,1694873,3245,HK2,2020-2021,8.9,1,8.25,Tiếng Việt thực hành,0,4,0,4
26156,1694873,2031,HK2,2021-2022,6.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26156,1694873,1276,HK1,2021-2022,7.8,1,7.09,Hành vi tổ chức,0,5,0,3
26156,1694873,1076,HK1,2021-2022,7.3,1,7.77,Tương tác người máy,1,5,0,3
26156,1694873,3894,HK2,2021-2022,0.0,0,2.75,Kế toán quản trị,0,6,0,0
26156,1694873,3893,HK3,2021-2022,8.0,1,7.15,Quản trị bán hàng,0,6,0,3
26156,1694873,2296,HK1,2021-2022,6.8,1,6.49,Kiểm toán cơ bản,0,7,0,2
26156,1694873,2330,HK1,2022-2023,8.4,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,3
26156,1694894,3345,HK2,2019-2020,8.6,1,7.93,Vật lý đại cương,0,2,1,4
26156,1694894,3197,HK2,2020-2021,8.8,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,1,4
26156,1694894,901,HK1,2020-2021,6.0,1,5.87,Cấu trúc rời rạc,1,4,1,2
26156,1694894,3325,HK1,2020-2021,6.6,1,6.98,Tâm lý học đại cương,0,4,1,2
26156,1694894,2031,HK2,2021-2022,5.7,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26156,1694894,3591,HK1,2020-2021,4.1,1,5.61,Lập trình hướng đối tượng,1,5,1,1
26156,1694894,1076,HK1,2021-2022,8.2,1,7.77,Tương tác người máy,1,5,1,3
26156,1694894,3443,HK2,2021-2022,6.9,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,1,2
26156,1694894,3894,HK2,2021-2022,0.5,0,2.75,Kế toán quản trị,0,6,1,0
26156,1694894,3893,HK2,2022-2023,7.0,1,7.15,Quản trị bán hàng,0,6,1,3
26156,1694894,2330,HK1,2022-2023,5.7,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,2
26156,1694894,1295,HK1,2022-2023,6.9,1,6.88,Quản trị nguồn nhân lực,0,7,1,2
26153,1694981,3345,HK2,2019-2020,6.9,1,7.93,Vật lý đại cương,0,2,1,2
26153,1694981,3197,HK1,2020-2021,8.1,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,1,3
26153,1694981,3245,HK2,2020-2021,7.8,1,8.25,Tiếng Việt thực hành,0,4,1,3
26153,1694981,2031,HK2,2020-2021,7.5,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26153,1694981,1276,HK1,2021-2022,6.9,1,7.09,Hành vi tổ chức,0,5,1,2
26153,1694981,1076,HK1,2022-2023,6.9,1,7.77,Tương tác người máy,1,5,1,2
26153,1694981,3443,HK2,2021-2022,5.2,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,1,1
26153,1694981,3894,HK2,2021-2022,1.5,0,2.75,Kế toán quản trị,0,6,1,0
26153,1694981,3893,HK2,2022-2023,5.8,1,7.15,Quản trị bán hàng,0,6,1,2
26153,1694981,1295,HK2,2021-2022,6.7,1,6.88,Quản trị nguồn nhân lực,0,7,1,2
26153,1694981,2330,HK1,2022-2023,7.0,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,3
26153,1695003,3345,HK2,2019-2020,9.0,1,7.93,Vật lý đại cương,0,2,0,5
26153,1695003,3197,HK1,2020-2021,7.6,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26153,1695003,10665,HK2,2020-2021,8.3,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26153,1695003,2031,HK2,2020-2021,6.4,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26153,1695003,1276,HK1,2021-2022,7.9,1,7.09,Hành vi tổ chức,0,5,0,3
26153,1695003,1076,HK1,2021-2022,8.0,1,7.77,Tương tác người máy,1,5,0,3
26153,1695003,3443,HK2,2021-2022,7.9,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26153,1695003,3893,HK2,2021-2022,7.0,1,7.15,Quản trị bán hàng,0,6,0,3
26153,1695003,1295,HK1,2022-2023,6.8,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26153,1695003,2330,HK1,2022-2023,7.3,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,3
26153,1695106,3345,HK2,2019-2020,8.1,1,7.93,Vật lý đại cương,0,2,0,3
26153,1695106,3217,HK1,2020-2021,7.4,1,6.83,Quản trị học,0,3,0,3
26153,1695106,3325,HK2,2020-2021,7.4,1,6.98,Tâm lý học đại cương,0,4,0,3
26153,1695106,2031,HK2,2021-2022,6.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26153,1695106,1276,HK1,2021-2022,6.4,1,7.09,Hành vi tổ chức,0,5,0,2
26153,1695106,1076,HK1,2021-2022,7.9,1,7.77,Tương tác người máy,1,5,0,3
26153,1695106,3893,HK3,2021-2022,8.0,1,7.15,Quản trị bán hàng,0,6,0,3
26153,1695106,1295,HK2,2021-2022,7.3,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26153,1695106,2330,HK1,2022-2023,7.8,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,3
26153,1695138,3345,HK2,2019-2020,6.7,1,7.93,Vật lý đại cương,0,2,1,2
26153,1695138,3217,HK1,2020-2021,5.8,1,6.83,Quản trị học,0,3,1,2
26153,1695138,10665,HK1,2020-2021,9.5,1,7.69,Cơ sở văn hóa Việt Nam,0,4,1,5
26153,1695138,2031,HK2,2021-2022,6.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26153,1695138,1276,HK1,2021-2022,7.0,1,7.09,Hành vi tổ chức,0,5,1,3
26153,1695138,1076,HK1,2021-2022,7.7,1,7.77,Tương tác người máy,1,5,1,3
26153,1695138,3894,HK2,2021-2022,0.0,0,2.75,Kế toán quản trị,0,6,1,0
26153,1695138,3893,HK3,2021-2022,6.4,1,7.15,Quản trị bán hàng,0,6,1,2
26153,1695138,1295,HK1,2022-2023,7.9,1,6.88,Quản trị nguồn nhân lực,0,7,1,3
26153,1695138,2330,HK1,2022-2023,8.0,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,3
26153,1695162,3345,HK2,2019-2020,9.3,1,7.93,Vật lý đại cương,0,2,0,5
26153,1695162,3197,HK1,2020-2021,6.7,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,2
26153,1695162,10665,HK2,2020-2021,7.5,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26153,1695162,2031,HK2,2020-2021,7.1,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26153,1695162,1276,HK1,2021-2022,7.4,1,7.09,Hành vi tổ chức,0,5,0,3
26153,1695162,1076,HK1,2021-2022,6.7,1,7.77,Tương tác người máy,1,5,0,2
26153,1695162,3894,HK2,2021-2022,6.1,1,2.75,Kế toán quản trị,0,6,0,2
26153,1695162,3893,HK3,2021-2022,6.6,1,7.15,Quản trị bán hàng,0,6,0,2
26153,1695162,1295,HK2,2021-2022,6.4,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26153,1695162,2330,HK1,2022-2023,8.2,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,3
26153,1695175,3345,HK2,2019-2020,8.1,1,7.93,Vật lý đại cương,0,2,0,3
26153,1695175,3205,HK2,2021-2022,6.5,1,6.34,Quản trị doanh nghiệp,0,3,0,2
26153,1695175,3245,HK2,2020-2021,8.0,1,8.25,Tiếng Việt thực hành,0,4,0,3
26153,1695175,2031,HK2,2021-2022,6.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26153,1695175,1276,HK1,2021-2022,6.5,1,7.09,Hành vi tổ chức,0,5,0,2
26153,1695175,1076,HK1,2021-2022,7.6,1,7.77,Tương tác người máy,1,5,0,3
26153,1695175,3893,HK3,2021-2022,6.8,1,7.15,Quản trị bán hàng,0,6,0,2
26153,1695175,2296,HK1,2021-2022,6.4,1,6.49,Kiểm toán cơ bản,0,7,0,2
26153,1695175,2330,HK1,2022-2023,6.4,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,2
26153,1695208,3345,HK2,2019-2020,8.0,1,7.93,Vật lý đại cương,0,2,1,3
26153,1695208,3217,HK1,2020-2021,8.0,1,6.83,Quản trị học,0,3,1,3
26153,1695208,3325,HK2,2020-2021,7.9,1,6.98,Tâm lý học đại cương,0,4,1,3
26153,1695208,2031,HK2,2021-2022,7.0,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26153,1695208,1276,HK1,2021-2022,7.4,1,7.09,Hành vi tổ chức,0,5,1,3
26153,1695208,1076,HK1,2021-2022,8.6,1,7.77,Tương tác người máy,1,5,1,4
26153,1695208,3443,HK2,2021-2022,7.0,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,1,3
26153,1695208,3894,HK2,2021-2022,6.5,1,2.75,Kế toán quản trị,0,6,1,2
26153,1695208,1295,HK2,2021-2022,6.8,1,6.88,Quản trị nguồn nhân lực,0,7,1,2
26153,1695208,2330,HK1,2022-2023,7.0,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,3
26153,1695256,3320,HK2,2019-2020,8.4,1,7.56,Phương pháp tính,0,2,0,3
26153,1695256,3196,HK1,2020-2021,7.4,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26153,1695256,3195,HK2,2020-2021,8.3,1,7.62,Xã hội học,0,4,0,3
26153,1695256,2031,HK2,2020-2021,6.4,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26153,1695256,1276,HK1,2021-2022,6.1,1,7.09,Hành vi tổ chức,0,5,0,2
26153,1695256,1076,HK1,2021-2022,7.3,1,7.77,Tương tác người máy,1,5,0,3
26153,1695256,3893,HK2,2021-2022,7.5,1,7.15,Quản trị bán hàng,0,6,0,3
26153,1695256,1295,HK1,2022-2023,7.9,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26153,1695256,2330,HK1,2022-2023,7.8,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,3
26153,1695280,3345,HK2,2019-2020,8.6,1,7.93,Vật lý đại cương,0,2,0,4
26153,1695280,3197,HK2,2020-2021,7.1,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26153,1695280,3203,HK2,2020-2021,8.2,1,7.19,Âm nhạc – Nhạc lý và Guitar căn bản,0,4,0,3
26153,1695280,2031,HK2,2021-2022,6.7,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26153,1695280,1276,HK1,2021-2022,7.2,1,7.09,Hành vi tổ chức,0,5,0,3
26153,1695280,1076,HK1,2022-2023,7.0,1,7.77,Tương tác người máy,1,5,0,3
26153,1695280,3894,HK2,2021-2022,0.5,0,2.75,Kế toán quản trị,0,6,0,0
26153,1695280,3893,HK3,2022-2023,8.1,1,7.15,Quản trị bán hàng,0,6,0,3
26153,1695280,2296,HK1,2021-2022,6.8,1,6.49,Kiểm toán cơ bản,0,7,0,2
26153,1695341,3345,HK2,2019-2020,8.5,1,7.93,Vật lý đại cương,0,2,1,4
26153,1695341,3197,HK1,2020-2021,7.8,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,1,3
26153,1695341,3325,HK2,2021-2022,6.8,1,6.98,Tâm lý học đại cương,0,4,1,2
26153,1695341,1276,HK2,2022-2023,0.0,0,7.09,Hành vi tổ chức,0,5,1,0
26153,1695341,3591,HK2,2022-2023,0.0,0,5.61,Lập trình hướng đối tượng,1,5,1,0
26153,1695341,3893,HK2,2022-2023,0.0,0,7.15,Quản trị bán hàng,0,6,1,0
26153,1695341,1295,HK2,2022-2023,0.0,0,6.88,Quản trị nguồn nhân lực,0,7,1,0
26156,1695502,3395,HK2,2019-2020,6.2,1,7.49,Logic học,0,2,0,2
26156,1695502,3196,HK1,2020-2021,7.9,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26156,1695502,3245,HK2,2020-2021,8.4,1,8.25,Tiếng Việt thực hành,0,4,0,3
26156,1695502,2031,HK2,2020-2021,7.3,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26156,1695502,1276,HK1,2021-2022,7.2,1,7.09,Hành vi tổ chức,0,5,0,3
26156,1695502,1076,HK1,2022-2023,8.5,1,7.77,Tương tác người máy,1,5,0,4
26156,1695502,3893,HK2,2021-2022,7.3,1,7.15,Quản trị bán hàng,0,6,0,3
26156,1695502,1295,HK2,2021-2022,6.3,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26156,1695502,2330,HK1,2022-2023,8.4,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,3
26156,1695530,3395,HK2,2019-2020,7.4,1,7.49,Logic học,0,2,0,3
26156,1695530,3196,HK1,2020-2021,6.8,1,7.51,Giao tiếp kinh doanh,0,3,0,2
26156,1695530,3245,HK2,2020-2021,8.5,1,8.25,Tiếng Việt thực hành,0,4,0,4
26156,1695530,2031,HK2,2020-2021,6.7,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26156,1695530,1276,HK1,2021-2022,7.1,1,7.09,Hành vi tổ chức,0,5,0,3
26156,1695530,1076,HK1,2022-2023,7.6,1,7.77,Tương tác người máy,1,5,0,3
26156,1695530,3893,HK2,2021-2022,5.5,1,7.15,Quản trị bán hàng,0,6,0,2
26156,1695530,1295,HK2,2021-2022,6.5,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26156,1695530,2330,HK1,2022-2023,7.1,1,6.81,Lập trình phân tích dữ liệu 2,1,7,0,3
26156,1695621,3395,HK2,2019-2020,9.4,1,7.49,Logic học,0,2,1,5
26156,1695621,3197,HK2,2020-2021,9.7,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,1,5
26156,1695621,3325,HK1,2020-2021,7.3,1,6.98,Tâm lý học đại cương,0,4,1,3
26156,1695621,2031,HK2,2020-2021,7.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26156,1695621,1076,HK1,2021-2022,8.9,1,7.77,Tương tác người máy,1,5,1,4
26156,1695621,1276,HK1,2022-2023,8.0,1,7.09,Hành vi tổ chức,0,5,1,3
26156,1695621,3893,HK1,2021-2022,8.0,1,7.15,Quản trị bán hàng,0,6,1,3
26156,1695621,1295,HK2,2021-2022,7.3,1,6.88,Quản trị nguồn nhân lực,0,7,1,3
26156,1695621,2330,HK1,2022-2023,6.5,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,2
26156,1695692,3345,HK2,2019-2020,8.9,1,7.93,Vật lý đại cương,0,2,1,4
26156,1695692,3197,HK1,2020-2021,8.4,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,1,3
26156,1695692,3206,HK1,2022-2023,8.3,1,8.13,Môi trường và con người,0,3,1,3
26156,1695692,3325,HK1,2020-2021,8.4,1,6.98,Tâm lý học đại cương,0,4,1,3
26156,1695692,2031,HK2,2020-2021,8.5,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,4
26156,1695692,3245,HK1,2022-2023,10.0,1,8.25,Tiếng Việt thực hành,0,4,1,5
26156,1695692,1276,HK1,2021-2022,7.0,1,7.09,Hành vi tổ chức,0,5,1,3
26156,1695692,1076,HK1,2021-2022,8.6,1,7.77,Tương tác người máy,1,5,1,4
26156,1695692,3894,HK2,2021-2022,0.0,0,2.75,Kế toán quản trị,0,6,1,0
26156,1695692,3893,HK3,2021-2022,7.5,1,7.15,Quản trị bán hàng,0,6,1,3
26156,1695692,1295,HK2,2020-2021,7.7,1,6.88,Quản trị nguồn nhân lực,0,7,1,3
26156,1695692,2330,HK1,2022-2023,7.1,1,6.81,Lập trình phân tích dữ liệu 2,1,7,1,3
26156,1695692,2296,HK1,2022-2023,6.7,1,6.49,Kiểm toán cơ bản,0,7,1,2
26156,1695799,3395,HK2,2019-2020,6.6,1,7.49,Logic học,0,2,0,2
26156,1695799,3206,HK2,2021-2022,9.1,1,8.13,Môi trường và con người,0,3,0,5
26156,1695799,3325,HK2,2021-2022,7.3,1,6.98,Tâm lý học đại cương,0,4,0,3
26156,1695799,2031,HK1,2022-2023,0.0,0,6.6,Lập trình phân tích dữ liệu 1,1,4,0,0
26156,1695799,3591,HK3,2021-2022,5.2,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26156,1695799,1076,HK2,2022-2023,0.0,0,7.77,Tương tác người máy,1,5,0,0
26156,1695799,3894,HK2,2021-2022,1.0,0,2.75,Kế toán quản trị,0,6,0,0
26156,1695799,1295,HK2,2021-2022,7.0,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26156,1695885,3395,HK1,2020-2021,0.0,0,7.49,Logic học,0,2,0,0
26156,1695885,3206,HK1,2020-2021,5.8,1,8.13,Môi trường và con người,0,3,0,2
26156,1695885,3203,HK2,2020-2021,7.6,1,7.19,Âm nhạc – Nhạc lý và Guitar căn bản,0,4,0,3
26156,1695885,2031,HK2,2020-2021,0.0,0,6.6,Lập trình phân tích dữ liệu 1,1,4,0,0
26156,1695885,3591,HK1,2021-2022,6.1,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26156,1695885,3894,HK2,2021-2022,2.0,0,2.75,Kế toán quản trị,0,6,0,0
