IDLopHoc,IDSinhVien,MaMonHoc,HocKy,NamHoc,DiemTongKet,QuaMon,DiemTBMon,TenMonHoc,ThuocKCNTT,DotHoc,GioiTinh,MaHoa_XepLoai
26421,1704220,1076,HK1,2023-2024,9.0,1,7.77,Tương tác người máy,1,5,1,5
26421,1704220,3893,HK1,2023-2024,6.8,1,7.15,Quản trị bán hàng,0,6,1,2
26420,1704270,3345,HK1,2021-2022,8.8,1,7.93,Vật lý đại cương,0,2,0,4
26420,1704270,3205,HK2,2020-2021,6.7,1,6.34,Quản trị doanh nghiệp,0,3,0,2
26420,1704270,3245,HK1,2021-2022,7.9,1,8.25,Tiếng Việt thực hành,0,4,0,3
26420,1704270,2031,HK1,2023-2024,7.4,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26420,1704270,1276,HK2,2022-2023,6.9,1,7.09,Hành vi tổ chức,0,5,0,2
26420,1704270,3591,HK2,2022-2023,6.9,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26420,1704270,1076,HK2,2022-2023,7.2,1,7.77,Tương tác người máy,1,5,0,3
26420,1704270,3443,HK1,2023-2024,6.9,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,2
26420,1704270,3893,HK1,2023-2024,8.2,1,7.15,Quản trị bán hàng,0,6,0,3
26420,1704270,1295,HK2,2021-2022,6.2,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26421,1704271,3345,HK2,2020-2021,9.4,1,7.93,Vật lý đại cương,0,2,0,5
26421,1704271,3206,HK1,2021-2022,9.1,1,8.13,Môi trường và con người,0,3,0,5
26421,1704271,3325,HK2,2021-2022,7.4,1,6.98,Tâm lý học đại cương,0,4,0,3
26421,1704271,2031,HK1,2022-2023,7.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26421,1704271,3591,HK3,2021-2022,8.0,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26421,1704271,1276,HK2,2022-2023,7.7,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1704271,1076,HK2,2022-2023,9.2,1,7.77,Tương tác người máy,1,5,0,5
26421,1704271,3893,HK3,2022-2023,8.5,1,7.15,Quản trị bán hàng,0,6,0,4
26421,1704271,3443,HK1,2023-2024,8.2,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26421,1704271,2296,HK3,2022-2023,8.8,1,6.49,Kiểm toán cơ bản,0,7,0,4
26421,1704318,3345,HK2,2020-2021,7.8,1,7.93,Vật lý đại cương,0,2,0,3
26421,1704318,3197,HK1,2021-2022,8.7,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,4
26421,1704318,10665,HK2,2021-2022,7.9,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26421,1704318,2031,HK1,2022-2023,7.3,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26421,1704318,3591,HK1,2022-2023,8.5,1,5.61,Lập trình hướng đối tượng,1,5,0,4
26421,1704318,1276,HK2,2022-2023,8.3,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1704318,1076,HK2,2022-2023,8.7,1,7.77,Tương tác người máy,1,5,0,4
26421,1704318,3893,HK1,2023-2024,7.9,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1704318,1295,HK2,2022-2023,6.8,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26421,1704610,3345,HK2,2020-2021,6.7,1,7.93,Vật lý đại cương,0,2,0,2
26421,1704610,3205,HK1,2021-2022,6.7,1,6.34,Quản trị doanh nghiệp,0,3,0,2
26421,1704610,3325,HK2,2021-2022,7.1,1,6.98,Tâm lý học đại cương,0,4,0,3
26421,1704610,2031,HK1,2022-2023,2.0,0,6.6,Lập trình phân tích dữ liệu 1,1,4,0,0
26421,1704610,3591,HK1,2021-2022,4.6,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26421,1704610,1276,HK2,2022-2023,6.9,1,7.09,Hành vi tổ chức,0,5,0,2
26421,1704610,1076,HK1,2023-2024,5.8,1,7.77,Tương tác người máy,1,5,0,2
26420,1704675,3395,HK2,2020-2021,8.0,1,7.49,Logic học,0,2,0,3
26420,1704675,3205,HK1,2021-2022,6.3,1,6.34,Quản trị doanh nghiệp,0,3,0,2
26420,1704675,3325,HK2,2021-2022,8.0,1,6.98,Tâm lý học đại cương,0,4,0,3
26420,1704675,2031,HK1,2022-2023,7.1,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26420,1704675,1276,HK2,2022-2023,7.2,1,7.09,Hành vi tổ chức,0,5,0,3
26420,1704675,1076,HK2,2022-2023,7.9,1,7.77,Tương tác người máy,1,5,0,3
26420,1704675,3591,HK1,2023-2024,4.4,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26420,1704675,3893,HK1,2023-2024,5.8,1,7.15,Quản trị bán hàng,0,6,0,2
26421,1704744,3395,HK2,2020-2021,0.0,0,7.49,Logic học,0,2,0,0
26421,1704744,3193,HK2,2020-2021,0.0,0,7.0,Toán ứng dụng,0,2,0,0
26421,1704744,3345,HK2,2021-2022,7.6,1,7.93,Vật lý đại cương,0,2,0,3
26421,1704744,3197,HK2,2021-2022,7.5,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26421,1704744,3245,HK2,2022-2023,8.9,1,8.25,Tiếng Việt thực hành,0,4,0,4
26421,1704744,2031,HK3,2022-2023,6.5,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26421,1704744,3591,HK3,2022-2023,4.1,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26420,1704757,3345,HK2,2020-2021,7.8,1,7.93,Vật lý đại cương,0,2,0,3
26420,1704757,3197,HK1,2021-2022,8.1,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26420,1704757,10665,HK1,2021-2022,7.9,1,7.69,Cơ sở văn hóa Việt Nam,0,4,0,3
26420,1704757,2031,HK1,2022-2023,9.1,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,5
26420,1704757,3591,HK1,2021-2022,6.0,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26420,1704757,1276,HK1,2022-2023,6.7,1,7.09,Hành vi tổ chức,0,5,0,2
26420,1704757,1076,HK1,2022-2023,8.3,1,7.77,Tương tác người máy,1,5,0,3
26420,1704757,3893,HK2,2022-2023,8.1,1,7.15,Quản trị bán hàng,0,6,0,3
26420,1704757,3443,HK2,2022-2023,7.6,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26420,1704757,1295,HK2,2021-2022,7.3,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26421,1704912,3345,HK2,2020-2021,9.0,1,7.93,Vật lý đại cương,0,2,0,5
26421,1704912,3206,HK1,2021-2022,8.6,1,8.13,Môi trường và con người,0,3,0,4
26421,1704912,3325,HK2,2021-2022,8.2,1,6.98,Tâm lý học đại cương,0,4,0,3
26421,1704912,2031,HK3,2022-2023,6.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26421,1704912,3591,HK1,2021-2022,5.8,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26421,1704912,1276,HK2,2022-2023,8.2,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1704912,1076,HK2,2022-2023,8.2,1,7.77,Tương tác người máy,1,5,0,3
26421,1704912,3893,HK1,2023-2024,8.6,1,7.15,Quản trị bán hàng,0,6,0,4
26421,1704912,3443,HK1,2023-2024,8.0,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26421,1704912,2296,HK3,2022-2023,7.2,1,6.49,Kiểm toán cơ bản,0,7,0,3
26421,1704915,3345,HK2,2020-2021,8.1,1,7.93,Vật lý đại cương,0,2,0,3
26421,1704915,3245,HK2,2021-2022,8.9,1,8.25,Tiếng Việt thực hành,0,4,0,4
26421,1704915,2031,HK3,2022-2023,5.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26421,1704915,3591,HK1,2021-2022,5.6,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26421,1704915,1076,HK1,2023-2024,8.4,1,7.77,Tương tác người máy,1,5,0,3
26421,1704915,3893,HK1,2023-2024,7.0,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1704922,3320,HK2,2020-2021,9.3,1,7.56,Phương pháp tính,0,2,0,5
26421,1704922,3197,HK1,2021-2022,7.7,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26421,1704922,3245,HK2,2021-2022,9.7,1,8.25,Tiếng Việt thực hành,0,4,0,5
26421,1704922,2031,HK1,2023-2024,7.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26421,1704922,1276,HK2,2022-2023,8.1,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1704922,3591,HK2,2022-2023,6.4,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26421,1704922,1076,HK2,2022-2023,8.9,1,7.77,Tương tác người máy,1,5,0,4
26421,1704922,3443,HK1,2023-2024,6.4,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,2
26421,1704922,3893,HK1,2023-2024,8.3,1,7.15,Quản trị bán hàng,0,6,0,3
26420,1704974,3345,HK2,2020-2021,8.7,1,7.93,Vật lý đại cương,0,2,0,4
26420,1704974,3245,HK2,2021-2022,8.6,1,8.25,Tiếng Việt thực hành,0,4,0,4
26420,1704974,2031,HK1,2022-2023,6.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26420,1704974,3591,HK1,2021-2022,7.1,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26420,1704974,1076,HK1,2023-2024,9.1,1,7.77,Tương tác người máy,1,5,0,5
26421,1705013,3345,HK2,2020-2021,9.2,1,7.93,Vật lý đại cương,0,2,0,5
26421,1705013,3196,HK1,2021-2022,7.2,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26421,1705013,3194,HK2,2021-2022,7.2,1,7.2,Hội họa,0,4,0,3
26421,1705013,2031,HK1,2022-2023,4.0,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,1
26421,1705013,3591,HK1,2021-2022,8.3,1,5.61,Lập trình hướng đối tượng,1,5,0,3
26421,1705013,1276,HK1,2022-2023,7.2,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1705013,1076,HK2,2022-2023,7.2,1,7.77,Tương tác người máy,1,5,0,3
26421,1705013,3443,HK1,2023-2024,6.4,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,2
26421,1705013,3893,HK1,2023-2024,6.2,1,7.15,Quản trị bán hàng,0,6,0,2
26421,1705013,1295,HK1,2022-2023,6.6,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26421,1705013,1366,HK1,2023-2024,7.9,1,6.58,Automat & ngôn ngữ hình thức,1,7,0,3
26420,1705033,3345,HK1,2021-2022,8.3,1,7.93,Vật lý đại cương,0,2,0,3
26420,1705033,3205,HK2,2020-2021,7.5,1,6.34,Quản trị doanh nghiệp,0,3,0,3
26420,1705033,3245,HK2,2021-2022,8.8,1,8.25,Tiếng Việt thực hành,0,4,0,4
26420,1705033,2031,HK3,2022-2023,8.0,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26420,1705033,3591,HK1,2022-2023,8.8,1,5.61,Lập trình hướng đối tượng,1,5,0,4
26420,1705033,1276,HK2,2022-2023,8.2,1,7.09,Hành vi tổ chức,0,5,0,3
26420,1705033,1076,HK2,2022-2023,8.7,1,7.77,Tương tác người máy,1,5,0,4
26420,1705033,3893,HK2,2022-2023,8.2,1,7.15,Quản trị bán hàng,0,6,0,3
26420,1705033,1295,HK2,2022-2023,7.6,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26421,1705048,3345,HK2,2020-2021,9.2,1,7.93,Vật lý đại cương,0,2,0,5
26421,1705048,3196,HK1,2021-2022,9.0,1,7.51,Giao tiếp kinh doanh,0,3,0,5
26421,1705048,3245,HK2,2021-2022,9.1,1,8.25,Tiếng Việt thực hành,0,4,0,5
26421,1705048,2031,HK1,2022-2023,5.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26421,1705048,1076,HK1,2022-2023,9.0,1,7.77,Tương tác người máy,1,5,0,5
26421,1705048,1276,HK2,2022-2023,7.5,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1705048,3591,HK1,2023-2024,6.5,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26421,1705048,3443,HK2,2022-2023,7.4,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26421,1705048,3893,HK1,2023-2024,7.2,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1705048,1295,HK2,2022-2023,7.2,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26422,1705081,3395,HK2,2020-2021,9.7,1,7.49,Logic học,0,2,0,5
26422,1705081,3196,HK1,2021-2022,7.4,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26422,1705081,3245,HK2,2021-2022,6.7,1,8.25,Tiếng Việt thực hành,0,4,0,2
26422,1705081,2031,HK1,2022-2023,6.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26422,1705081,3591,HK1,2021-2022,9.0,1,5.61,Lập trình hướng đối tượng,1,5,0,5
26422,1705081,1076,HK1,2022-2023,6.0,1,7.77,Tương tác người máy,1,5,0,2
26422,1705081,2329,HK1,2023-2024,8.0,1,8.25,Nhập môn dữ liệu lớn,0,5,0,3
26422,1705081,3893,HK2,2022-2023,7.0,1,7.15,Quản trị bán hàng,0,6,0,3
26422,1705081,3443,HK2,2022-2023,7.1,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26422,1705081,1295,HK1,2022-2023,6.1,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26422,1705198,3345,HK2,2020-2021,6.3,1,7.93,Vật lý đại cương,0,2,0,2
26422,1705198,3205,HK1,2021-2022,6.8,1,6.34,Quản trị doanh nghiệp,0,3,0,2
26422,1705198,3325,HK2,2021-2022,6.4,1,6.98,Tâm lý học đại cương,0,4,0,2
26422,1705198,2031,HK1,2023-2024,6.7,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26422,1705198,3591,HK3,2021-2022,5.4,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26422,1705198,1076,HK2,2022-2023,8.5,1,7.77,Tương tác người máy,1,5,0,4
26422,1705198,3893,HK1,2023-2024,7.6,1,7.15,Quản trị bán hàng,0,6,0,3
26422,1705198,2296,HK1,2023-2024,6.4,1,6.49,Kiểm toán cơ bản,0,7,0,2
26420,1705228,3320,HK2,2020-2021,9.6,1,7.56,Phương pháp tính,0,2,1,5
26420,1705228,3197,HK1,2021-2022,8.3,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,1,3
26420,1705228,3325,HK1,2021-2022,7.7,1,6.98,Tâm lý học đại cương,0,4,1,3
26420,1705228,2031,HK3,2022-2023,8.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26420,1705228,3591,HK1,2021-2022,4.7,1,5.61,Lập trình hướng đối tượng,1,5,1,1
26420,1705228,3453,HK1,2022-2023,8.3,1,8.09,Tiếp thị điện tử,1,5,1,3
26420,1705228,1076,HK1,2022-2023,7.8,1,7.77,Tương tác người máy,1,5,1,3
26420,1705228,2329,HK2,2022-2023,8.0,1,8.25,Nhập môn dữ liệu lớn,0,5,1,3
26420,1705228,3893,HK2,2022-2023,8.1,1,7.15,Quản trị bán hàng,0,6,1,3
26420,1705228,1295,HK1,2022-2023,6.8,1,6.88,Quản trị nguồn nhân lực,0,7,1,2
26421,1705283,3345,HK2,2020-2021,6.7,1,7.93,Vật lý đại cương,0,2,0,2
26421,1705283,3206,HK1,2021-2022,8.4,1,8.13,Môi trường và con người,0,3,0,3
26421,1705283,3325,HK2,2021-2022,7.1,1,6.98,Tâm lý học đại cương,0,4,0,3
26421,1705283,2031,HK3,2022-2023,7.6,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26421,1705283,3591,HK1,2021-2022,5.0,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26421,1705283,1276,HK2,2022-2023,6.7,1,7.09,Hành vi tổ chức,0,5,0,2
26421,1705283,1076,HK2,2022-2023,8.7,1,7.77,Tương tác người máy,1,5,0,4
26421,1705283,3893,HK1,2023-2024,7.5,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1705283,3443,HK1,2023-2024,7.9,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,0,3
26421,1705283,2296,HK3,2022-2023,6.2,1,6.49,Kiểm toán cơ bản,0,7,0,2
26421,1705306,3395,HK2,2020-2021,8.9,1,7.49,Logic học,0,2,0,4
26421,1705306,3197,HK1,2021-2022,7.4,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26421,1705306,3245,HK2,2021-2022,7.2,1,8.25,Tiếng Việt thực hành,0,4,0,3
26421,1705306,2031,HK1,2022-2023,7.7,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26421,1705306,3591,HK1,2021-2022,6.4,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26421,1705306,1076,HK1,2022-2023,8.3,1,7.77,Tương tác người máy,1,5,0,3
26421,1705306,1276,HK2,2022-2023,6.7,1,7.09,Hành vi tổ chức,0,5,0,2
26421,1705306,3893,HK1,2023-2024,7.9,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1705306,1295,HK2,2022-2023,6.7,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26421,1705323,3345,HK2,2020-2021,8.8,1,7.93,Vật lý đại cương,0,2,0,4
26421,1705323,3206,HK2,2022-2023,7.6,1,8.13,Môi trường và con người,0,3,0,3
26421,1705323,3245,HK2,2021-2022,6.3,1,8.25,Tiếng Việt thực hành,0,4,0,2
26421,1705323,2031,HK1,2023-2024,6.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26421,1705323,3591,HK1,2021-2022,6.2,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26421,1705323,1276,HK2,2022-2023,7.7,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1705323,1076,HK2,2022-2023,8.1,1,7.77,Tương tác người máy,1,5,0,3
26421,1705323,3893,HK1,2023-2024,7.7,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1705445,3345,HK2,2020-2021,7.5,1,7.93,Vật lý đại cương,0,2,0,3
26421,1705445,3196,HK1,2021-2022,7.8,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26421,1705445,3245,HK2,2021-2022,8.0,1,8.25,Tiếng Việt thực hành,0,4,0,3
26421,1705445,2031,HK1,2023-2024,8.2,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26421,1705445,3591,HK1,2021-2022,5.3,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26421,1705445,1076,HK1,2022-2023,8.2,1,7.77,Tương tác người máy,1,5,0,3
26421,1705445,1276,HK2,2022-2023,7.6,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1705445,3893,HK1,2023-2024,7.5,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1705445,1295,HK2,2022-2023,6.1,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26421,1705691,3395,HK2,2020-2021,9.7,1,7.49,Logic học,0,2,1,5
26421,1705691,3205,HK1,2021-2022,6.2,1,6.34,Quản trị doanh nghiệp,0,3,1,2
26421,1705691,3245,HK2,2021-2022,9.6,1,8.25,Tiếng Việt thực hành,0,4,1,5
26421,1705691,2031,HK3,2022-2023,7.6,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,3
26421,1705691,3591,HK1,2021-2022,9.7,1,5.61,Lập trình hướng đối tượng,1,5,1,5
26421,1705691,1276,HK2,2022-2023,8.3,1,7.09,Hành vi tổ chức,0,5,1,3
26421,1705691,1076,HK2,2022-2023,9.2,1,7.77,Tương tác người máy,1,5,1,5
26421,1705691,3893,HK1,2023-2024,8.7,1,7.15,Quản trị bán hàng,0,6,1,4
26421,1705691,3443,HK1,2023-2024,8.7,1,5.99,Khai thác dữ liệu và ứng dụng,1,6,1,4
26421,1705691,2296,HK3,2022-2023,9.3,1,6.49,Kiểm toán cơ bản,0,7,1,5
26421,1705721,3345,HK2,2020-2021,7.5,1,7.93,Vật lý đại cương,0,2,0,3
26421,1705721,3206,HK2,2021-2022,6.5,1,8.13,Môi trường và con người,0,3,0,2
26421,1705721,3245,HK2,2021-2022,7.7,1,8.25,Tiếng Việt thực hành,0,4,0,3
26421,1705721,2031,HK1,2022-2023,1.5,0,6.6,Lập trình phân tích dữ liệu 1,1,4,0,0
26421,1705721,1076,HK2,2022-2023,6.9,1,7.77,Tương tác người máy,1,5,0,2
26421,1705721,3893,HK1,2023-2024,5.9,1,7.15,Quản trị bán hàng,0,6,0,2
26421,1705927,3345,HK2,2020-2021,5.9,1,7.93,Vật lý đại cương,0,2,0,2
26421,1705927,3325,HK2,2021-2022,6.7,1,6.98,Tâm lý học đại cương,0,4,0,2
26421,1705927,2031,HK3,2022-2023,4.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,1
26421,1705927,3591,HK2,2022-2023,5.7,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26421,1705927,1276,HK2,2022-2023,5.8,1,7.09,Hành vi tổ chức,0,5,0,2
26421,1705927,1076,HK1,2023-2024,7.7,1,7.77,Tương tác người máy,1,5,0,3
26421,1705927,3893,HK3,2022-2023,7.0,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1705930,3345,HK2,2020-2021,5.9,1,7.93,Vật lý đại cương,0,2,0,2
26421,1705930,3325,HK2,2021-2022,7.3,1,6.98,Tâm lý học đại cương,0,4,0,3
26421,1705930,2031,HK3,2022-2023,4.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,1
26421,1705930,3591,HK2,2022-2023,5.7,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26421,1705930,1276,HK2,2022-2023,6.4,1,7.09,Hành vi tổ chức,0,5,0,2
26421,1705930,1076,HK1,2023-2024,7.5,1,7.77,Tương tác người máy,1,5,0,3
26421,1705930,3893,HK3,2022-2023,6.2,1,7.15,Quản trị bán hàng,0,6,0,2
26422,1705973,3345,HK2,2020-2021,7.3,1,7.93,Vật lý đại cương,0,2,0,3
26422,1705973,3206,HK1,2021-2022,7.2,1,8.13,Môi trường và con người,0,3,0,3
26422,1705973,3245,HK2,2021-2022,6.4,1,8.25,Tiếng Việt thực hành,0,4,0,2
26422,1705973,2031,HK1,2023-2024,6.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26422,1705973,3591,HK1,2021-2022,6.8,1,5.61,Lập trình hướng đối tượng,1,5,0,2
26422,1705973,1276,HK2,2022-2023,7.3,1,7.09,Hành vi tổ chức,0,5,0,3
26422,1705973,1076,HK2,2022-2023,8.1,1,7.77,Tương tác người máy,1,5,0,3
26422,1705973,3893,HK1,2023-2024,7.6,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1705979,3345,HK2,2020-2021,7.5,1,7.93,Vật lý đại cương,0,2,0,3
26421,1705979,3325,HK2,2021-2022,6.7,1,6.98,Tâm lý học đại cương,0,4,0,2
26421,1705979,2031,HK1,2022-2023,2.5,0,6.6,Lập trình phân tích dữ liệu 1,1,4,0,0
26421,1705979,3591,HK1,2021-2022,2.0,0,5.61,Lập trình hướng đối tượng,1,5,0,0
26421,1705979,1076,HK2,2022-2023,8.1,1,7.77,Tương tác người máy,1,5,0,3
26421,1705979,1295,HK2,2022-2023,6.8,1,6.88,Quản trị nguồn nhân lực,0,7,0,2
26421,1706006,3345,HK2,2021-2022,6.4,1,7.93,Vật lý đại cương,0,2,0,2
26421,1706006,2031,HK2,2021-2022,5.8,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,2
26421,1706006,3245,HK1,2023-2024,7.6,1,8.25,Tiếng Việt thực hành,0,4,0,3
26421,1706006,1276,HK2,2022-2023,7.0,1,7.09,Hành vi tổ chức,0,5,0,3
26421,1706006,1076,HK2,2022-2023,7.4,1,7.77,Tương tác người máy,1,5,0,3
26421,1706006,3591,HK1,2023-2024,5.2,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26421,1706006,3893,HK1,2023-2024,6.3,1,7.15,Quản trị bán hàng,0,6,0,2
26421,1706013,3345,HK2,2020-2021,7.2,1,7.93,Vật lý đại cương,0,2,0,3
26421,1706013,3196,HK1,2021-2022,7.7,1,7.51,Giao tiếp kinh doanh,0,3,0,3
26421,1706013,3245,HK2,2021-2022,8.6,1,8.25,Tiếng Việt thực hành,0,4,0,4
26421,1706013,2031,HK1,2023-2024,7.9,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26421,1706013,1276,HK2,2022-2023,6.6,1,7.09,Hành vi tổ chức,0,5,0,2
26421,1706013,1076,HK2,2022-2023,8.4,1,7.77,Tương tác người máy,1,5,0,3
26421,1706013,3893,HK2,2022-2023,7.8,1,7.15,Quản trị bán hàng,0,6,0,3
26421,1706013,1295,HK1,2023-2024,8.0,1,6.88,Quản trị nguồn nhân lực,0,7,0,3
26421,1706080,3345,HK2,2020-2021,7.6,1,7.93,Vật lý đại cương,0,2,1,3
26421,1706080,3245,HK1,2021-2022,8.7,1,8.25,Tiếng Việt thực hành,0,4,1,4
26421,1706080,2031,HK1,2022-2023,6.3,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26421,1706080,3591,HK1,2021-2022,6.3,1,5.61,Lập trình hướng đối tượng,1,5,1,2
26421,1706080,1276,HK2,2022-2023,7.3,1,7.09,Hành vi tổ chức,0,5,1,3
26421,1706080,1076,HK2,2022-2023,7.9,1,7.77,Tương tác người máy,1,5,1,3
26421,1706080,3893,HK3,2022-2023,7.1,1,7.15,Quản trị bán hàng,0,6,1,3
26421,1706080,2296,HK3,2022-2023,9.1,1,6.49,Kiểm toán cơ bản,0,7,1,5
26422,1706084,3345,HK2,2020-2021,8.5,1,7.93,Vật lý đại cương,0,2,0,4
26422,1706084,3197,HK1,2022-2023,8.1,1,7.52,Kỹ năng xây dựng kế hoạch,0,3,0,3
26422,1706084,3245,HK2,2022-2023,8.6,1,8.25,Tiếng Việt thực hành,0,4,0,4
26422,1706084,2031,HK1,2023-2024,8.1,1,6.6,Lập trình phân tích dữ liệu 1,1,4,0,3
26422,1706084,3591,HK1,2022-2023,5.1,1,5.61,Lập trình hướng đối tượng,1,5,0,1
26422,1706084,1076,HK1,2023-2024,8.5,1,7.77,Tương tác người máy,1,5,0,4
26422,1706088,3345,HK2,2020-2021,8.0,1,7.93,Vật lý đại cương,0,2,0,3
26422,1706088,2031,HK1,2022-2023,0.0,0,6.6,Lập trình phân tích dữ liệu 1,1,4,0,0
26422,1706088,3591,HK1,2021-2022,0.0,0,5.61,Lập trình hướng đối tượng,1,5,0,0
26421,1706093,3395,HK2,2020-2021,8.6,1,7.49,Logic học,0,2,1,4
26421,1706093,3285,HK1,2021-2022,7.8,1,7.94,Kế toán cơ bản,0,3,1,3
26421,1706093,3245,HK2,2021-2022,7.9,1,8.25,Tiếng Việt thực hành,0,4,1,3
26421,1706093,2031,HK2,2021-2022,5.5,1,6.6,Lập trình phân tích dữ liệu 1,1,4,1,2
26421,1706093,3591,HK1,2021-2022,4.0,1,5.61,Lập trình hướng đối tượng,1,5,1,1
26421,1706093,1076,HK1,2022-2023,7.7,1,7.77,Tương tác người máy,1,5,1,3
26421,1706093,1276,HK2,2022-2023,7.2,1,7.09,Hành vi tổ chức,0,5,1,3
26421,1706093,3893,HK1,2023-2024,7.5,1,7.15,Quản trị bán hàng,0,6,1,3
26421,1706130,3345,HK2,2020-2021,8.7,1,7.93,Vật lý đại cương,0,2,0,4
26421,1706130,3245,HK1,2021-2022,8.1,1,8.25,Tiếng Việt thực hành,0,4,0,3
